"std_name_p","species","genus","L1.name","L2.name","L3.name","L4.name"
"P. capsici","Solanum lycopersicum","Solanum","Northern America","Eastern Canada","Ontario","Ontario"
"P. capsici","Solanum lycopersicum","Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. infestans","Solanum lycopersicum","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum lycopersicum","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. capsici","Solanum lycopersicum","Solanum","Northern America","Southeastern U.S.A.","Tennessee","Tennessee"
"P. infestans","Solanum lycopersicum","Solanum","Northern America","Eastern Canada","Prince Edward I.","Prince Edward I."
"P. cactorum","Solanum lycopersicum","Solanum","Asia-Tropical","Indian Subcontinent","Pakistan","Pakistan"
"P. infestans","Solanum lycopersicum","Solanum","Europe","Middle Europe","Belgium","Belgium"
"P. nicotianae","Solanum lycopersicum","Solanum","Northern America","South-Central U.S.A.","New Mexico","New Mexico"
"P. infestans","Solanum lycopersicum","Solanum","Northern America","Western Canada","Saskatchewan","Saskatchewan"
"P. infestans","Solanum lycopersicum","Solanum","Northern America","Eastern Canada","Ontario","Ontario"
"P. infestans","Solanum lycopersicum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum lycopersicum","Solanum","Africa","Northern Africa","Algeria","Algeria"
"P. syringae","Solanum lycopersicum","Solanum","Asia-Temperate","Western Asia","Turkey","Turkey"
"P. infestans","Solanum lycopersicum","Solanum","Europe","Southwestern Europe","Spain","Spain"
"P. infestans","Solanum lycopersicum","Solanum","Africa","East Tropical Africa","Uganda","Uganda"
"P. mexicana","Solanum lycopersicum","Solanum","Southern America","Southern South America",NA,NA
"P. capsici","Solanum lycopersicum","Solanum","Southern America","Western South America","Peru","Peru"
"P. hedraiandra","Solanum lycopersicum","Solanum","Asia-Tropical","Indian Subcontinent","Pakistan","Pakistan"
"P. syringae","Solanum lycopersicum","Solanum","Asia-Tropical","Indian Subcontinent","Pakistan","Pakistan"
"P. infestans","Solanum lyratum","Solanum","Asia-Temperate","China",NA,NA
"P. infestans","Solanum maglia","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum maglia","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum maglia","Solanum","Europe","Middle Europe","Germany","Germany"
"P. pseudocryptogea","Solanum mammosum","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. cryptogea","Solanum mammosum","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. cryptogea","Solanum marginatum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. pseudocryptogea","Solanum marginatum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. capsici","Solanum marginatum","Solanum","Europe","Southeastern Europe","Italy","Italy"
"P. infestans","Solanum marginatum","Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans","Solanum medians","Solanum","Southern America","Western South America","Peru","Peru"
"P. nicotianae","Solanum melongena","Solanum","Europe","Southeastern Europe","Greece","Greece"
"P. nicotianae","Solanum melongena","Solanum","Pacific","North-Central Pacific","Hawaii",NA
"P. cryptogea","Solanum melongena","Solanum","Europe","Southeastern Europe","Greece","Greece"
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. capsici","Solanum melongena","Solanum","Pacific","North-Central Pacific","Hawaii",NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. nicotianae","Solanum melongena","Solanum","Southern America","Caribbean","Puerto Rico","Puerto Rico"
"P. capsici","Solanum melongena","Solanum","Europe","Southwestern Europe","France","France"
"P. tropicalis","Solanum melongena","Solanum","Pacific","North-Central Pacific","Hawaii",NA
"P. iranica","Solanum melongena","Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. capsici","Solanum melongena","Solanum","Southern America","Southern South America",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Africa","South Tropical Africa","Zimbabwe","Zimbabwe"
"P. capsici","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Taiwan","Taiwan"
"P. palmivora","Solanum melongena","Solanum","Southern America","Caribbean","Puerto Rico","Puerto Rico"
"P. capsici","Solanum melongena","Solanum","Asia-Temperate","China",NA,NA
"P. cryptogea","Solanum melongena","Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. capsici","Solanum melongena","Solanum","Europe","Southwestern Europe","Spain","Spain"
"P. palmivora","Solanum melongena","Solanum","Africa","West Tropical Africa","Ivory Coast","Ivory Coast"
"P. hibernalis","Solanum melongena","Solanum","Asia-Temperate","Western Asia","Palestine","Israel"
"P. pseudocryptogea","Solanum melongena","Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. nicotianae","Solanum melongena","Solanum","Australasia","Australia",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Europe","Southeastern Europe","Italy","Italy"
"P. nicotianae","Solanum melongena","Solanum","Asia-Temperate","Western Asia","Iran","Iran"
"P. cactorum","Solanum melongena","Solanum","Northern America",NA,NA,NA
"P. nicotianae","Solanum melongena","Solanum","Southern America","Northern South America","Venezuela","Venezuela"
"P. nicotianae","Solanum melongena","Solanum","Southern America",NA,NA,NA
"P. infestans","Solanum melongena","Solanum","Europe","Southwestern Europe","France","France"
"P. phaseoli","Solanum melongena","Solanum","Asia-Tropical","Malesia","Philippines","Philippines"
"P. infestans","Solanum melongena","Solanum","Africa","South Tropical Africa","Zimbabwe","Zimbabwe"
"P. capsici","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Korea",NA
"P. cactorum","Solanum melongena","Solanum","Europe","Southeastern Europe","Italy","Italy"
"P. infestans","Solanum melongena","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. nicotianae","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Korea",NA
"P. capsici","Solanum melongena","Solanum","Europe","Southeastern Europe","Bulgaria","Bulgaria"
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Indo-China","Thailand","Thailand"
"P. drechsleri","Solanum melongena","Solanum","Northern America",NA,NA,NA
"P. capsici","Solanum melongena","Solanum","Northern America","Northeastern U.S.A.","New Jersey","New Jersey"
"P. boehmeriae","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Malesia",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Southern America","Brazil",NA,NA
"P. capsici","Solanum melongena","Solanum","Southern America","Brazil",NA,NA
"P. palmivora","Solanum melongena","Solanum","Asia-Tropical","Malesia","Jawa","Jawa"
"P. infestans","Solanum melongena","Solanum","Europe","Southeastern Europe","Sicilia","Sicilia"
"P. infestans","Solanum melongena","Solanum",NA,NA,NA,NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Temperate","China",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Papuasia","New Guinea","Papua New Guinea"
"P. nicotianae","Solanum melongena","Solanum","Africa","West Tropical Africa","Ivory Coast","Ivory Coast"
"P. nicotianae","Solanum melongena","Solanum","Africa","Western Indian Ocean","Mauritius","Mauritius"
"P. infestans","Solanum melongena","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum melongena","Solanum","Northern America",NA,NA,NA
"P. palmivora","Solanum melongena","Solanum","Asia-Tropical","Malesia","Philippines","Philippines"
"P. nicotianae","Solanum melongena","Solanum","Southern America","Caribbean","Windward Is.","Martinique"
"P. capsici","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. cryptogea","Solanum melongena","Solanum","Europe","Southwestern Europe","Spain","Spain"
"P. nicotianae","Solanum melongena","Solanum","Southern America","Caribbean","Leeward Is.","Guadeloupe"
"P. capsici","Solanum melongena","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. nicotianae","Solanum melongena","Solanum","Northern America",NA,NA,NA
"P. nicotianae","Solanum melongena","Solanum","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. capsici","Solanum melongena","Solanum","Southern America","Northern South America","Venezuela","Venezuela"
"P. nicotianae","Solanum melongena","Solanum","Southern America","Caribbean","Windward Is.","Barbados"
"P. infestans","Solanum melongena","Solanum","Southern America","Caribbean","Dominican Republic","Dominican Republic"
"P. meadii","Solanum melongena","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Malesia","Philippines","Philippines"
"P. infestans","Solanum melongena","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. nicotianae","Solanum melongena","Solanum","Northern America","Mexico",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Africa","East Tropical Africa","Tanzania","Tanzania"
"P. capsici","Solanum melongena","Solanum","Australasia","Australia",NA,NA
"P. megasperma","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. palmivora","Solanum melongena","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. infestans","Solanum melongena","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. nicotianae","Solanum melongena","Solanum","Asia-Tropical","Malesia","Jawa","Jawa"
"P. nicotianae","Solanum melongena","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans","Solanum melongena","Solanum","Asia-Temperate","China",NA,NA
"P. nicotianae","Solanum melongena","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. nicotianae","Solanum melongena","Solanum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. capsici","Solanum melongena","Solanum","Europe","Southeastern Europe","Italy","Italy"
"P. infestans","Solanum melongena","Solanum","Northern America","Northeastern U.S.A.","New York","New York"
"P. infestans","Solanum melongena","Solanum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. nicotianae","Solanum melongena","Solanum","Northern America","Northeastern U.S.A.","Indiana","Indiana"
"P. infestans","Solanum minutifoliolum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. megasperma","Cordia alliodora","Cordia","Australasia","Australia",NA,NA
"P. citricola","Solanum muricatum","Solanum","Australasia","New Zealand",NA,NA
"P. infestans","Solanum muricatum","Solanum","Asia-Temperate","China",NA,NA
"P. infestans","Solanum muricatum","Solanum","Southern America","Western South America","Colombia","Colombia"
"P. infestans","Solanum muricatum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina","Solanum muricatum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum muricatum","Solanum","Australasia","New Zealand",NA,NA
"P. nicotianae","Solanum muricatum","Solanum","Southern America","Caribbean","Cuba","Cuba"
"P. infestans","Solanum muricatum","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum muricatum","Solanum","Australasia","New Zealand","New Zealand North","New Zealand North"
"P. infestans","Solanum nigrum","Solanum","Europe","Northern Europe",NA,NA
"P. infestans","Solanum nigrum","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum nigrum","Solanum","Northern America","Northwestern U.S.A.","Oregon","Oregon"
"P. infestans","Solanum nigrum","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum nigrum","Solanum","Europe","Northern Europe","Great Britain","Great Britain"
"P. infestans","Solanum nigrum","Solanum","Asia-Temperate","Eastern Asia","Japan",NA
"P. infestans","Solanum ochranthum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans",NA,"Solanum","Africa","East Tropical Africa","Kenya","Kenya"
"P. infestans","Solanum tuberosum","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum tuberosum","Solanum","Southern America","Western South America","Colombia","Colombia"
"P. infestans","Solanum physalifolium","Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans","Solanum pinnatisectum","Solanum","Northern America","Mexico",NA,NA
"P. nicotianae","Solanum pseudocapsicum","Solanum","Asia-Temperate","China",NA,NA
"P. nicotianae","Solanum pseudocapsicum","Solanum","Northern America","Southeastern U.S.A.","North Carolina","North Carolina"
"P. infestans",NA,"Solanum","Europe","Northern Europe","Sweden","Sweden"
"P. infestans",NA,"Solanum","Asia-Temperate","Western Asia","Palestine","Israel"
"P. infestans","Solanum quitoense","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina","Solanum quitoense","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum pimpinellifolium","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum rostratum","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum sambucinum","Solanum","Northern America","Mexico",NA,NA
"P. infestans","Solanum cochabambense","Solanum","Northern America",NA,NA,NA
"P. nicotianae","Solanum lanceifolium","Solanum","Asia-Tropical",NA,NA,NA
"P. infestans","Solanum sarrachoides","Solanum","Northern America","Southwestern U.S.A.","California","California"
"P. infestans","Solanum sarrachoides","Solanum","Northern America","Northwestern U.S.A.","Washington","Washington"
"P. infestans","Solanum sarrachoides","Solanum","Northern America","Northeastern U.S.A.","Maine","Maine"
"P. infestans","Solanum multifidum","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum simile","Solanum","Australasia","New Zealand",NA,NA
"P. infestans","Solanum simile","Solanum","Australasia","New Zealand","New Zealand South","New Zealand South"
"P. infestans","Solanum sisymbriifolium","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum stoloniferum","Solanum","Europe","Southwestern Europe","France","France"
"P. infestans","Solanum stoloniferum","Solanum","Northern America",NA,NA,NA
"P. infestans","Solanum virginianum","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. infestans","Solanum sodiroi","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. andina","Solanum sodiroi","Solanum","Southern America","Western South America","Ecuador","Ecuador"
"P. infestans","Solanum crispum","Solanum","Europe","Middle Europe","Germany","Germany"
"P. infestans","Solanum montanum","Solanum","Southern America","Western South America","Peru","Peru"
"P. infestans","Solanum tuberosum","Solanum","Northern America",NA,NA,NA
"P. erythroseptica","Solanum tuberosum","Solanum","Africa","Northern Africa","Egypt","Egypt"
"P. erythroseptica","Solanum tuberosum","Solanum","Northern America","Northeastern U.S.A.","Ohio","Ohio"
"P. infestans","Solanum tuberosum","Solanum","Pacific","North-Central Pacific","Hawaii",NA
"P. infestans","Solanum tuberosum","Solanum","Northern America","Northeastern U.S.A.","Pennsylvania","Pennsylvania"
"P. nicotianae","Solanum tuberosum","Solanum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. erythroseptica","Solanum tuberosum","Solanum","Australasia","Australia",NA,NA
"P. infestans","Solanum tuberosum","Solanum","Asia-Tropical","Indian Subcontinent","India",NA
"P. infestans","Solanum tuberosum","Solanum","Northern America","Southeastern U.S.A.","Florida","Florida"
"P. infestans","Solanum tuberosum","Solanum","Southern America","Caribbean","Cuba","Cuba"
