"plant_name","plant_name_full","Level.1","Introduced","phyto.record","key.phyto.record","phyto.record.UK","key.phyto.record.UK","phyto.record.Scotland","key.phyto.record.Scotland","plant.in.GB"
"Berberis darwinii","Berberis darwinii","Northern America","1","","","Yes","Yes","","","Yes"
"Berberis darwinii","Berberis darwinii","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Berzelia intermedia","Berzelia intermedia","Africa","0","Yes","Yes","","","","",""
"Billardiera heterophylla","Billardiera heterophylla","Australasia","both","Yes","Yes","","","","",""
"Billardiera heterophylla","Billardiera heterophylla","Northern America","1","","","","","","",""
"Billardiera heterophylla","Billardiera heterophylla","Africa","1","","","","","","",""
"Billardiera heterophylla","Billardiera heterophylla","Europe","1","","","","","","",""
"Boronia clavata","Boronia clavata","Australasia","0","Yes","Yes","","","","",""
"Boronia megastigma","Boronia megastigma","Australasia","0","Yes","Yes","","","","",""
"Boronia pilosa","Boronia pilosa","Australasia","0","Yes","Yes","","","","",""
"Bossiaea cinerea","Bossiaea cinerea","Australasia","0","Yes","Yes","","","","",""
"Bossiaea eriocarpa","Bossiaea eriocarpa","Australasia","0","Yes","Yes","","","","",""
"Brabejum stellatifolium","Brabejum stellatifolium","Africa","0","Yes","Yes","","","","",""
"Brunonia australis","Brunonia australis","Australasia","0","Yes","Yes","","","","",""
"Buxus sempervirens","Buxus sempervirens","Europe","both","Yes","","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Africa","both","","","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Northern America","1","Yes","Yes","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Asia-Temperate","both","Yes","","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Australasia","1","Yes","","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Asia-Tropical","1","","","Yes","","Yes","","Yes"
"Buxus sempervirens","Buxus sempervirens","Southern America","1","Yes","","Yes","","Yes","","Yes"
"Cajanus cajan","Cajanus cajan","Asia-Tropical","both","Yes","","","","","",""
"Cajanus cajan","Cajanus cajan","Southern America","1","Yes","","","","","",""
"Cajanus cajan","Cajanus cajan","Africa","1","","","","","","",""
"Cajanus cajan","Cajanus cajan","Pacific","1","Yes","Yes","","","","",""
"Cajanus cajan","Cajanus cajan","Australasia","1","Yes","","","","","",""
"Cajanus cajan","Cajanus cajan","Asia-Temperate","1","Yes","","","","","",""
"Cajanus cajan","Cajanus cajan","Northern America","1","Yes","Yes","","","","",""
"Calluna vulgaris","Calluna vulgaris","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Calluna vulgaris","Calluna vulgaris","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Calluna vulgaris","Calluna vulgaris","Northern America","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Calluna vulgaris","Calluna vulgaris","Australasia","1","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Calluna vulgaris","Calluna vulgaris","Antarctica","1","","","Yes","Yes","Yes","Yes","Yes"
"Calluna vulgaris","Calluna vulgaris","Asia-Temperate","0","","","Yes","Yes","Yes","Yes","Yes"
"Camellia japonica","Camellia japonica","Asia-Temperate","both","Yes","Yes","Yes","Yes","Yes","",""
"Camellia japonica","Camellia japonica","Southern America","1","","","Yes","Yes","Yes","",""
"Camellia japonica","Camellia japonica","Asia-Tropical","1","","","Yes","Yes","Yes","",""
"Camellia japonica","Camellia japonica","Africa","1","","","Yes","Yes","Yes","",""
"Camellia reticulata","Camellia reticulata","Asia-Temperate","0","","","Yes","Yes","Yes","",""
"Camellia sasanqua","Camellia sasanqua","Asia-Tropical","1","","","Yes","Yes","","",""
"Camellia sasanqua","Camellia sasanqua","Asia-Temperate","both","","","Yes","Yes","","",""
"Camellia sinensis","Camellia sinensis","Asia-Tropical","both","","","Yes","Yes","Yes","",""
"Camellia sinensis","Camellia sinensis","Southern America","1","","","Yes","Yes","Yes","",""
"Camellia sinensis","Camellia sinensis","Asia-Temperate","both","","","Yes","Yes","Yes","",""
"Camellia sinensis","Camellia sinensis","Africa","1","","","Yes","Yes","Yes","",""
"Carica papaya","Carica papaya","Southern America","both","Yes","Yes","","","","",""
"Carica papaya","Carica papaya","Africa","1","Yes","","","","","",""
"Carica papaya","Carica papaya","Asia-Tropical","1","Yes","","","","","",""
"Carica papaya","Carica papaya","Asia-Temperate","1","Yes","","","","","",""
"Carica papaya","Carica papaya","Pacific","1","Yes","","","","","",""
"Carica papaya","Carica papaya","Northern America","both","Yes","","","","","",""
"Carica papaya","Carica papaya","Australasia","1","Yes","Yes","","","","",""
"Carpodetus serratus","Carpodetus serratus","Australasia","0","Yes","Yes","","","","",""
"Carya cathayensis","Carya cathayensis","Asia-Temperate","0","Yes","Yes","","","","",""
"Carya illinoinensis","Carya illinoinensis","Northern America","both","Yes","","","","","",""
"Carya illinoinensis","Carya illinoinensis","Southern America","1","","","","","","",""
"Carya illinoinensis","Carya illinoinensis","Asia-Temperate","1","","","","","","",""
"Ceanothus griseus","Ceanothus griseus","Northern America","0","Yes","Yes","","","","",""
"Ceanothus impressus","Ceanothus impressus","Northern America","0","","","Yes","","","",""
"Ceratopetalum gummiferum","Ceratopetalum gummiferum","Australasia","0","Yes","Yes","","","","",""
"Cercis canadensis","Cercis canadensis","Northern America","0","Yes","Yes","","","","",""
"Cercis canadensis","Cercis canadensis","Europe","1","","","","","","",""
"Cercis canadensis","Cercis canadensis","Asia-Temperate","1","","","","","","",""
"Chorizema cordatum","Chorizema cordatum","Australasia","0","Yes","Yes","","","","",""
"Cinnamomum aromaticum","Cinnamomum aromaticum","Asia-Tropical","both","Yes","Yes","","","","",""
"Cinnamomum aromaticum","Cinnamomum aromaticum","Southern America","1","","","","","","",""
"Cinnamomum aromaticum","Cinnamomum aromaticum","Asia-Temperate","both","","","","","","",""
"Cinnamomum burmanni","Cinnamomum burmanni","Asia-Tropical","0","Yes","Yes","","","","",""
"Cinnamomum burmanni","Cinnamomum burmanni","Africa","1","","","","","","",""
"Cinnamomum burmanni","Cinnamomum burmanni","Asia-Temperate","0","","","","","","",""
"Cinnamomum burmanni","Cinnamomum burmanni","Southern America","1","","","","","","",""
"Cinnamomum burmanni","Cinnamomum burmanni","Pacific","1","","","","","","",""
"Cinnamomum camphora","Cinnamomum camphora","Pacific","1","","","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Africa","1","","","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Australasia","1","Yes","Yes","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Asia-Tropical","1","Yes","Yes","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Asia-Temperate","both","Yes","","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Northern America","1","Yes","Yes","Yes","Yes","","",""
"Cinnamomum camphora","Cinnamomum camphora","Southern America","1","","","Yes","Yes","","",""
"Cinnamomum culitlawan","Cinnamomum culitlawan","Asia-Tropical","0","Yes","Yes","","","","",""
"Cinnamomum kotoense","Cinnamomum kotoense","Asia-Temperate","0","Yes","Yes","","","","",""
"Cinnamomum micranthum","Cinnamomum micranthum","Asia-Temperate","0","Yes","Yes","","","","",""
"Cinnamomum micranthum","Cinnamomum micranthum","Asia-Tropical","0","","","","","","",""
"Cinnamomum sintoc","Cinnamomum sintoc","Asia-Tropical","0","Yes","Yes","","","","",""
"Cinnamomum verum","Cinnamomum verum","Africa","1","","","Yes","Yes","","",""
"Cinnamomum verum","Cinnamomum verum","Asia-Tropical","both","Yes","Yes","Yes","Yes","","",""
"Cinnamomum verum","Cinnamomum verum","Pacific","1","","","Yes","Yes","","",""
"Cinnamomum verum","Cinnamomum verum","Southern America","1","Yes","","Yes","Yes","","",""
"Cinnamomum verum","Cinnamomum verum","Asia-Temperate","1","","","Yes","Yes","","",""
"Cissus verticillata","Cissus verticillata","Southern America","0","","","","","","",""
"Cissus verticillata","Cissus verticillata","Pacific","1","","","","","","",""
"Cissus verticillata","Cissus verticillata","Northern America","0","","","","","","",""
"Cissus verticillata","Cissus verticillata","Asia-Tropical","1","","","","","","",""
"Cistus × hybridus","Cistus × hybridus","Europe","0","Yes","Yes","Yes","","","",""
"Cistus × hybridus","Cistus × hybridus","Africa","0","","","Yes","","","",""
"Citrus × aurantium","Citrus × aurantium","Southern America","1","Yes","Yes","","","","",""
"Citrus × aurantium","Citrus × aurantium","Europe","1","Yes","","","","","",""
"Citrus × aurantium","Citrus × aurantium","Northern America","1","Yes","","","","","",""
"Citrus × aurantium","Citrus × aurantium","Africa","1","Yes","","","","","",""
"Citrus × aurantium","Citrus × aurantium","Asia-Temperate","1","Yes","","","","","",""
"Citrus × aurantium","Citrus × aurantium","Asia-Tropical","1","Yes","","","","","",""
"Citrus × aurantium","Citrus × aurantium","Pacific","1","Yes","","","","","",""
"Citrus japonica","Citrus japonica","Asia-Tropical","1","Yes","","Yes","","","",""
"Citrus japonica","Citrus japonica","Asia-Temperate","both","Yes","","Yes","","","",""
"Citrus japonica","Citrus japonica","Africa","1","","","Yes","","","",""
"Citrus japonica","Citrus japonica","Southern America","1","","","Yes","","","",""
"Citrus japonica","Citrus japonica","Northern America","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Africa","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Southern America","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Asia-Tropical","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Asia-Temperate","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Europe","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Pacific","1","Yes","","Yes","","","",""
"Citrus × limon","Citrus × limon","Northern America","1","Yes","","Yes","","","",""
"Coccoloba uvifera","Coccoloba uvifera","Southern America","0","","","","","","",""
"Coccoloba uvifera","Coccoloba uvifera","Northern America","0","","","","","","",""
"Coccoloba uvifera","Coccoloba uvifera","Pacific","1","","","","","","",""
"Coccoloba uvifera","Coccoloba uvifera","Asia-Tropical","1","","","","","","",""
"Coccoloba uvifera","Coccoloba uvifera","Africa","1","","","","","","",""
"Comptonia peregrina","Comptonia peregrina","Northern America","0","Yes","Yes","","","","",""
"Conostephium pendulum","Conostephium pendulum","Australasia","0","Yes","Yes","","","","",""
"Corokia buddleioides","Corokia buddleioides","Australasia","0","Yes","Yes","","","","",""
"Correa aemula","Correa aemula","Australasia","0","Yes","Yes","","","","",""
"Correa pulchella","Correa pulchella","Australasia","0","Yes","Yes","","","","",""
"Correa reflexa","Correa reflexa","Australasia","0","Yes","Yes","","","","",""
"Cotinus coggygria","Cotinus coggygria","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Cotinus coggygria","Cotinus coggygria","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Cotinus coggygria","Cotinus coggygria","Northern America","1","","","Yes","Yes","","","Yes"
"Cotinus coggygria","Cotinus coggygria","Asia-Tropical","0","","","Yes","Yes","","","Yes"
"Crassula closiana","Crassula closiana","Southern America","0","","","","","","",""
"Crassula closiana","Crassula closiana","Australasia","0","Yes","Yes","","","","",""
"Crassula closiana","Crassula closiana","Northern America","0","","","","","","",""
"Cucumis sativus","Cucumis sativus","Northern America","1","Yes","Yes","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Southern America","1","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Asia-Tropical","both","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Pacific","1","","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Africa","1","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Europe","1","Yes","","Yes","","Yes","",""
"Cucumis sativus","Cucumis sativus","Asia-Temperate","both","Yes","","Yes","","Yes","",""
"Cucurbita moschata","Cucurbita moschata","Asia-Tropical","1","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Northern America","both","Yes","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Southern America","both","Yes","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Africa","1","Yes","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Pacific","1","","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Asia-Temperate","1","Yes","","","","","",""
"Cucurbita moschata","Cucurbita moschata","Europe","1","","","","","","",""
"Cyathodes glauca","Cyathodes glauca","Australasia","0","Yes","Yes","","","","",""
"Cyclamen persicum","Cyclamen persicum","Asia-Temperate","0","","","","","","",""
"Cyclamen persicum","Cyclamen persicum","Europe","both","Yes","","","","","",""
"Cyclamen persicum","Cyclamen persicum","Africa","0","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Southern America","0","","","","","","",""
"Cyrilla racemiflora","Cyrilla racemiflora","Northern America","0","Yes","Yes","","","","",""
"Daboecia azorica","Daboecia azorica","Africa","0","","","","","","",""
"Daboecia cantabrica","Daboecia cantabrica","Europe","both","","","","","","",""
"Daboecia cantabrica","Daboecia cantabrica","Australasia","1","Yes","Yes","","","","",""
"Dampiera linearis","Dampiera linearis","Australasia","0","Yes","Yes","","","","",""
"Daphne bholua","Daphne bholua","Asia-Tropical","0","","","Yes","Yes","","",""
"Daphne bholua","Daphne bholua","Asia-Temperate","0","","","Yes","Yes","","",""
"Daphne laureola","Daphne laureola","Australasia","1","Yes","Yes","","","","","Yes"
"Daphne laureola","Daphne laureola","Europe","both","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Northern America","1","","","","","","","Yes"
"Daphne laureola","Daphne laureola","Africa","0","","","","","","","Yes"
"Daphne odora","Daphne odora","Asia-Temperate","0","Yes","","Yes","","","",""
"Daphne odora","Daphne odora","Asia-Tropical","0","","","Yes","","","",""
"Daviesia latifolia","Daviesia latifolia","Australasia","0","Yes","Yes","","","","",""
"Daviesia ulicifolia","Daviesia ulicifolia","Australasia","0","Yes","Yes","","","","",""
"Dillwynia brunioides","Dillwynia brunioides","Australasia","0","Yes","Yes","","","","",""
"Dillwynia floribunda","Dillwynia floribunda","Australasia","0","Yes","Yes","","","","",""
"Dillwynia glaberrima","Dillwynia glaberrima","Australasia","0","Yes","Yes","","","","",""
"Dillwynia sericea","Dillwynia sericea","Australasia","0","Yes","Yes","","","","",""
"Dillwynia uncinata","Dillwynia uncinata","Australasia","0","Yes","Yes","","","","",""
"Diplolaena angustifolia","Diplolaena angustifolia","Australasia","0","Yes","Yes","","","","",""
"Drimys winteri","Drimys winteri","Southern America","0","Yes","Yes","Yes","Yes","","",""
"Durio zibethinus","Durio zibethinus","Asia-Tropical","both","Yes","Yes","","","","",""
"Elaeocarpus hookerianus","Elaeocarpus hookerianus","Australasia","0","Yes","Yes","","","","",""
"Embothrium coccineum","Embothrium coccineum","Southern America","0","","","Yes","Yes","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Asia-Temperate","0","Yes","Yes","","","","",""
"Engelhardia roxburghiana","Engelhardia roxburghiana","Asia-Tropical","0","","","","","","",""
"Entelea arborescens","Entelea arborescens","Southern America","1","","","","","","",""
"Entelea arborescens","Entelea arborescens","Australasia","0","Yes","Yes","","","","",""
"Epacris impressa","Epacris impressa","Australasia","0","Yes","Yes","","","","",""
"Epacris lanuginosa","Epacris lanuginosa","Australasia","0","Yes","Yes","","","","",""
"Epacris obtusifolia","Epacris obtusifolia","Australasia","0","Yes","Yes","","","","",""
"Erica autumnalis","Erica autumnalis","Africa","0","","","","","","",""
"Erica baccans","Erica baccans","Australasia","1","Yes","Yes","","","","",""
"Erica baccans","Erica baccans","Africa","0","","","","","","",""
"Erica bauera","Erica bauera","Africa","0","","","","","","",""
"Erica canaliculata","Erica canaliculata","Africa","0","","","","","","",""
"Erica carnea","Erica carnea","Europe","0","Yes","Yes","","","","",""
"Erica ciliaris","Erica ciliaris","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Erica ciliaris","Erica ciliaris","Africa","0","","","Yes","Yes","","","Yes"
"Erica cinerea","Erica cinerea","Europe","0","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Northern America","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Africa","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica cinerea","Erica cinerea","Australasia","1","","","Yes","Yes","Yes","Yes","Yes"
"Erica lusitanica","Erica lusitanica","Europe","both","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Northern America","1","","","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Australasia","1","Yes","Yes","","","","","Yes"
"Erica lusitanica","Erica lusitanica","Pacific","1","","","","","","","Yes"
"Erica multiflora","Erica multiflora","Europe","0","","","","","","",""
"Erica multiflora","Erica multiflora","Africa","0","","","","","","",""
"Erica peltata","Erica peltata","Africa","0","Yes","Yes","","","","",""
"Erica regerminans","Erica regerminans","Africa","0","","","","","","",""
"Erica spiculifolia","Erica spiculifolia","Europe","0","Yes","Yes","","","","",""
"Erica spiculifolia","Erica spiculifolia","Asia-Temperate","0","","","","","","",""
"Erica tetralix","Erica tetralix","Northern America","1","","","Yes","Yes","","","Yes"
"Erica tetralix","Erica tetralix","Europe","both","Yes","Yes","Yes","Yes","","","Yes"
"Erica umbellata","Erica umbellata","Europe","0","Yes","Yes","","","","",""
"Erica umbellata","Erica umbellata","Africa","0","","","","","","",""
"Eucryphia lucida","Eucryphia lucida","Australasia","0","Yes","Yes","","","","",""
"Eustoma russellianum","Eustoma russellianum","Northern America","0","","","","","","",""
"Ficus carica","Ficus carica","Asia-Temperate","both","Yes","Yes","","","","","Yes"
"Ficus carica","Ficus carica","Europe","both","","","","","","","Yes"
"Ficus carica","Ficus carica","Africa","1","","","","","","","Yes"
"Ficus carica","Ficus carica","Australasia","1","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Pacific","1","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Asia-Tropical","both","Yes","","","","","","Yes"
"Ficus carica","Ficus carica","Antarctica","1","","","","","","","Yes"
"Ficus carica","Ficus carica","Southern America","1","Yes","Yes","","","","","Yes"
"Ficus carica","Ficus carica","Northern America","1","Yes","Yes","","","","","Yes"
"Ficus grandiflora","Ficus grandiflora","Asia-Tropical","0","","","","","","",""
"Flindersia brayleyana","Flindersia brayleyana","Australasia","0","","","","","","",""
"Flindersia brayleyana","Flindersia brayleyana","Pacific","1","Yes","Yes","","","","",""
"Frangula californica","Frangula californica","Northern America","0","Yes","Yes","","","","",""
"Frangula californica","Frangula californica","Pacific","1","","","","","","",""
"Frangula purshiana","Frangula purshiana","Northern America","0","Yes","Yes","","","","",""
"Fuchsia excorticata","Fuchsia excorticata","Australasia","0","Yes","Yes","","","","",""
"Gaultheria antipoda","Gaultheria antipoda","Australasia","0","Yes","Yes","","","","",""
"Gaultheria hispida","Gaultheria hispida","Australasia","0","Yes","Yes","","","","",""
"Gaultheria mucronata","Gaultheria mucronata","Europe","1","","","","","","","Yes"
"Gaultheria mucronata","Gaultheria mucronata","Southern America","0","","","","","","","Yes"
"Gaultheria mucronata","Gaultheria mucronata","Australasia","1","Yes","Yes","","","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Northern America","0","Yes","Yes","Yes","Yes","","","Yes"
"Gaultheria procumbens","Gaultheria procumbens","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Gaultheria shallon","Gaultheria shallon","Northern America","0","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Europe","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaultheria shallon","Gaultheria shallon","Australasia","1","Yes","Yes","Yes","Yes","Yes","","Yes"
"Gaylussacia baccata","Gaylussacia baccata","Northern America","0","Yes","Yes","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Pacific","0","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Asia-Tropical","0","","","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Australasia","0","Yes","Yes","","","","",""
"Geniostoma rupestre","Geniostoma rupestre","Asia-Temperate","0","","","","","","",""
"Gevuina avellana","Gevuina avellana","Southern America","both","","","","","","",""
"Gompholobium confertum","Gompholobium confertum","Australasia","0","Yes","Yes","","","","",""
"Gompholobium huegelii","Gompholobium huegelii","Australasia","0","Yes","Yes","","","","",""
"Gonocarpus tetragynus","Gonocarpus tetragynus","Australasia","0","Yes","Yes","","","","",""
"Gonocarpus teucrioides","Gonocarpus teucrioides","Australasia","0","Yes","Yes","","","","",""
"Goodenia humilis","Goodenia humilis","Australasia","0","Yes","Yes","","","","",""
"Grevillea alpina","Grevillea alpina","Australasia","0","Yes","Yes","","","","",""
"Grevillea amplexans","Grevillea amplexans","Australasia","0","Yes","Yes","","","","",""
"Grevillea barklyana","Grevillea barklyana","Australasia","0","Yes","Yes","","","","",""
"Grevillea brachystachya","Grevillea brachystachya","Australasia","0","Yes","Yes","","","","",""
"Grevillea chrysophaea","Grevillea chrysophaea","Australasia","0","Yes","Yes","","","","",""
"Grevillea crithmifolia","Grevillea crithmifolia","Australasia","0","Yes","Yes","","","","",""
"Grevillea hookeriana","Grevillea hookeriana","Australasia","0","Yes","Yes","","","","",""
"Grevillea lavandulacea","Grevillea lavandulacea","Australasia","0","Yes","Yes","","","","",""
"Grevillea pinaster","Grevillea pinaster","Australasia","0","Yes","Yes","","","","",""
"Grevillea rosmarinifolia","Grevillea rosmarinifolia","Australasia","0","Yes","Yes","","","","",""
"Grevillea stenomera","Grevillea stenomera","Australasia","0","Yes","Yes","","","","",""
"Hakea bucculenta","Hakea bucculenta","Australasia","0","Yes","Yes","","","","",""
"Hakea cucullata","Hakea cucullata","Australasia","0","Yes","Yes","","","","",""
"Hakea erinacea","Hakea erinacea","Australasia","0","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Australasia","both","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Africa","1","Yes","Yes","","","","",""
"Hakea sericea","Hakea sericea","Europe","1","","","","","","",""
"Hamamelis japonica","Hamamelis japonica","Asia-Temperate","both","","","Yes","Yes","","",""
"Hamamelis mollis","Hamamelis mollis","Asia-Temperate","0","","","Yes","Yes","","",""
"Hamamelis virginiana","Hamamelis virginiana","Northern America","0","Yes","","Yes","Yes","","",""
"Harpullia ramiflora","Harpullia ramiflora","Asia-Tropical","0","","","","","","",""
"Harpullia ramiflora","Harpullia ramiflora","Australasia","0","Yes","Yes","","","","",""
"Hedycarya arborea","Hedycarya arborea","Australasia","0","Yes","Yes","","","","",""
"Hibbertia acerosa","Hibbertia acerosa","Australasia","0","Yes","Yes","","","","",""
"Hibbertia acicularis","Hibbertia acicularis","Australasia","0","Yes","Yes","","","","",""
"Hibbertia cunninghamii","Hibbertia cunninghamii","Australasia","0","Yes","Yes","","","","",""
"Hibbertia empetrifolia","Hibbertia empetrifolia","Australasia","0","Yes","Yes","","","","",""
"Hibbertia procumbens","Hibbertia procumbens","Australasia","0","Yes","Yes","","","","",""
"Hibbertia prostrata","Hibbertia prostrata","Australasia","0","Yes","Yes","","","","",""
"Hibbertia riparia","Hibbertia riparia","Australasia","0","Yes","Yes","","","","",""
"Hibbertia sericea","Hibbertia sericea","Australasia","0","Yes","Yes","","","","",""
"Hibbertia stricta","Hibbertia stricta","Australasia","0","Yes","Yes","","","","",""
"Hibbertia subvaginata","Hibbertia subvaginata","Australasia","0","Yes","Yes","","","","",""
"Hibbertia vaginata","Hibbertia vaginata","Australasia","0","Yes","Yes","","","","",""
"Hovea elliptica","Hovea elliptica","Australasia","0","Yes","Yes","","","","",""
"Hovea heterophylla","Hovea heterophylla","Australasia","0","Yes","Yes","","","","",""
"Hovea pungens","Hovea pungens","Australasia","0","Yes","Yes","","","","",""
"Hudsonia tomentosa","Hudsonia tomentosa","Northern America","0","Yes","Yes","","","","",""
"Hydrocotyle callicarpa","Hydrocotyle callicarpa","Australasia","0","Yes","Yes","","","","",""
"Ilex aquifolium","Ilex aquifolium","Europe","both","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Australasia","both","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Northern America","1","Yes","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Asia-Temperate","1","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Africa","0","","","Yes","Yes","Yes","Yes","Yes"
"Ilex aquifolium","Ilex aquifolium","Pacific","1","","","Yes","Yes","Yes","Yes","Yes"
"Ilex cassine","Ilex cassine","Northern America","0","Yes","Yes","","","","",""
"Ilex cassine","Ilex cassine","Southern America","0","","","","","","",""
"Ilex crenata","Ilex crenata","Asia-Temperate","0","","","Yes","","","",""
"Ilex crenata","Ilex crenata","Northern America","1","Yes","Yes","Yes","","","",""
"Ilex crenata","Ilex crenata","Europe","1","Yes","","Yes","","","",""
"Ilex crenata","Ilex crenata","Asia-Tropical","0","","","Yes","","","",""
"Ilex glabra","Ilex glabra","Northern America","0","Yes","Yes","","","","",""
"Ilex latifolia","Ilex latifolia","Asia-Temperate","0","","","Yes","Yes","","",""
"Ilex pedunculosa","Ilex pedunculosa","Asia-Temperate","0","","","Yes","Yes","","",""
"Isopogon attenuatus","Isopogon attenuatus","Australasia","0","Yes","Yes","","","","",""
"Isopogon axillaris","Isopogon axillaris","Australasia","0","Yes","Yes","","","","",""
"Isopogon ceratophyllus","Isopogon ceratophyllus","Australasia","0","Yes","Yes","","","","",""
"Isopogon cuneatus","Isopogon cuneatus","Australasia","0","Yes","Yes","","","","",""
"Isopogon dubius","Isopogon dubius","Australasia","0","Yes","Yes","","","","",""
"Isopogon formosus","Isopogon formosus","Australasia","0","Yes","Yes","","","","",""
"Isopogon latifolius","Isopogon latifolius","Australasia","0","Yes","Yes","","","","",""
"Itea virginica","Itea virginica","Northern America","0","Yes","Yes","","","","",""
"Sarcococca coriacea","Sarcococca coriacea","Asia-Tropical","0","","","Yes","Yes","","",""
"Sarcococca coriacea","Sarcococca coriacea","Asia-Temperate","0","","","Yes","Yes","","",""
"Sarcococca hookeriana","Sarcococca hookeriana","Asia-Temperate","0","","","Yes","Yes","","",""
"Sarcococca hookeriana","Sarcococca hookeriana","Asia-Tropical","0","","","Yes","Yes","","",""
"Senna pleurocarpa","Senna pleurocarpa","Australasia","0","Yes","Yes","","","","",""
"Rhododendron japonicum","Rhododendron japonicum","Northern America","1","","","Yes","Yes","","",""
"Rhododendron japonicum","Rhododendron japonicum","Asia-Temperate","0","","","Yes","Yes","","",""
"Dielsiodoxa tamariscina","Dielsiodoxa tamariscina","Australasia","0","Yes","Yes","","","","",""
"Prunus persica","Prunus persica","Northern America","1","Yes","Yes","Yes","","","",""
"Prunus persica","Prunus persica","Asia-Temperate","both","Yes","","Yes","","","",""
"Prunus persica","Prunus persica","Africa","1","Yes","Yes","Yes","","","",""
"Prunus persica","Prunus persica","Australasia","1","Yes","Yes","Yes","","","",""
"Prunus persica","Prunus persica","Asia-Tropical","1","Yes","","Yes","","","",""
"Prunus persica","Prunus persica","Southern America","1","Yes","","Yes","","","",""
"Prunus persica","Prunus persica","Europe","1","Yes","","Yes","","","",""
"Prunus persica","Prunus persica","Pacific","1","","","Yes","","","",""
"Chaenomeles speciosa","Chaenomeles speciosa","Northern America","1","","","Yes","Yes","","","Yes"
"Chaenomeles speciosa","Chaenomeles speciosa","Europe","1","Yes","Yes","Yes","Yes","","","Yes"
"Chaenomeles speciosa","Chaenomeles speciosa","Asia-Temperate","both","","","Yes","Yes","","","Yes"
"Chaenomeles speciosa","Chaenomeles speciosa","Australasia","1","","","Yes","Yes","","","Yes"
